Overall Place,Gender Place,Division Place,Name,Half,Finish Net,Finish Gun
7439,1493,7439,"Dragelin, Alyssa",01:40:36,03:22:12,03:30:55
7440,1494,7440,"Shea, Megan",01:37:25,03:22:12,03:24:08
7443,1495,7443,"Andres, Michelle",01:33:05,03:22:13,03:30:36
7444,1496,7444,"Tremmel, Jennifer",01:37:05,03:22:13,03:23:53
7447,1497,7447,"Keele, Rachel",01:40:58,03:22:14,03:23:32
7449,1498,7449,"Esarco, Gloria",01:39:00,03:22:15,03:23:05
7451,1499,7451,"Whitworth, Maria",01:38:36,03:22:15,03:24:35
7453,1500,7453,"Frame, Cariel",01:40:33,03:22:16,03:29:54
7457,1501,7457,"Leishman, Haley",01:38:49,03:22:16,03:26:05
7462,1502,7462,"Krumreich, Hannah",01:29:15,03:22:17,03:22:19
7466,1503,7466,"Murray, Elizabeth",01:38:56,03:22:17,03:22:43
7468,1504,7468,"Cseresnyes, Phoebe",01:35:33,03:22:18,03:31:07
7469,1505,7469,"Harmody, Mulloy",01:38:33,03:22:18,03:28:18
7471,1506,7471,"Blevins, Kayla",01:34:12,03:22:19,03:22:44
7472,1507,7472,"Novick, Kerri",01:34:56,03:22:19,03:24:48
7476,1508,7476,"Franks, Emily",01:38:53,03:22:19,03:22:43
7477,1509,7477,"Ramos, Ashlyn",01:33:48,03:22:20,03:22:38
7478,1510,7478,"Smith, Kristyn",01:38:24,03:22:21,03:22:51
7479,1511,7479,"Stone, Rachel",01:37:38,03:22:21,03:25:42
7482,1512,7482,"Pérez, Andrea",01:42:52,03:22:21,03:22:51
7484,1513,7484,"Hudson, Kayleigh",01:42:44,03:22:22,03:23:22
7486,1514,7486,"Lemos, Kristin",01:31:48,03:22:22,03:27:13
7487,1515,7487,"Smith, Caitlyn",01:39:06,03:22:22,03:27:05
7489,1516,7489,"Wang, Chen",01:37:06,03:22:22,03:27:52
7493,1517,7493,"Mcsherry, Brie",01:36:21,03:22:23,03:24:14
7494,1518,7494,"Fehskens, Paige",01:29:47,03:22:24,03:22:48
7497,1519,7497,"Bonamo, Eissa",01:41:14,03:22:24,03:25:18
7498,1520,7498,"Lamontagne, Maria",01:39:07,03:22:24,03:29:08
7501,1521,7501,"Senior, Raquel",01:33:22,03:22:25,03:24:34
7504,1522,7504,"Mcevoy, Emma",01:33:06,03:22:26,03:23:18
7506,1523,7506,"Mcadams, Alicea",01:35:49,03:22:27,03:24:58
7507,1524,7507,"Karpie, Megan",01:40:57,03:22:27,03:30:52
7509,1525,7509,"Feber, Gabrielle",01:35:42,03:22:28,03:27:26
7512,1526,7512,"Hernandez Mendez, Arantxa",01:38:56,03:22:28,03:29:12
