Overall Place,Gender Place,Division Place,Name,Half,Finish Net,Finish Gun
13864,4746,13864,"Robles, Ileana",01:50:21,03:48:05,03:54:07
13865,4747,13865,"Balla, Natala",01:39:46,03:48:05,03:52:22
13866,4748,13866,"Ladka, Terri",01:50:29,03:48:06,03:56:30
13867,4749,13867,"Hamilton, Lauren",01:50:26,03:48:06,03:57:33
13869,4750,13869,"Turano, Cara",01:50:28,03:48:07,03:48:19
13872,4751,13872,"Gomez Bohn, Claudia",01:50:08,03:48:07,03:55:18
13873,4752,13873,"Araujo, Cleuma Maria",01:47:29,03:48:08,03:50:13
13874,4753,13874,"Duplantis, Kristin",01:49:37,03:48:09,03:51:35
13878,4754,13878,"Mccarthy, Bridget",01:41:54,03:48:10,03:53:55
13879,4755,13879,"Emmons, Kristi",01:52:08,03:48:10,03:48:57
13880,4756,13880,"Yallowitz, Gretchen",01:49:31,03:48:10,03:57:35
13881,4757,13881,"Dallin, Lisa",01:54:02,03:48:11,03:54:16
13882,4758,13882,"Cervantes Menéndez, Alma",01:42:27,03:48:11,03:49:03
13885,4759,13885,"Horan, Therese",01:51:13,03:48:12,03:54:16
13886,4760,13886,"Mahoney, Leah",01:34:01,03:48:12,03:54:26
13891,4761,13891,"Mccullough, Kelly",01:49:06,03:48:14,03:56:13
13893,4762,13893,"Rosazza, Colleen",01:46:25,03:48:15,03:51:12
13895,4763,13895,"Rodriguez, Luz",01:47:27,03:48:15,03:49:00
13897,4764,13897,"O'Connell, Emily",01:48:04,03:48:16,03:50:12
13898,4765,13898,"Magiera-Abel, Elizabeth",01:47:27,03:48:16,03:49:00
13899,4766,13899,"Holliday, Hannah",01:47:23,03:48:16,03:49:09
13900,4767,13900,"Daily, Morgan",01:40:55,03:48:16,03:51:06
13901,4768,13901,"Freeman, Lindsey",01:50:06,03:48:16,03:55:17
13903,4769,13903,"Wu, Dannie",01:50:46,03:48:16,03:50:05
13906,4770,13906,"D'addario, Miranda",01:46:13,03:48:17,03:49:33
13907,4771,13907,"Matos, Cristina",01:51:32,03:48:17,03:55:19
13909,4772,13909,"Cheung, Mei Fun Sukie",01:49:16,03:48:19,03:51:29
13910,4773,13910,"Hernandez, Adeley",01:46:56,03:48:19,03:51:37
13911,4774,13911,"Liu, Ling",01:49:22,03:48:20,03:50:06
13913,4775,13913,"Lerda, Sydney",01:44:44,03:48:20,03:56:53
13920,4776,13920,"Buchanan, Jennifer",01:40:29,03:48:23,03:51:13
13922,4777,13922,"Barber, Kelsey",01:47:44,03:48:24,03:50:29
13923,4778,13923,"Yarish, Laura",01:39:58,03:48:24,03:52:36
13924,4779,13924,"Flynn, Sara",01:52:15,03:48:24,03:49:12
13926,4780,13926,"Potter, Angela",01:53:00,03:48:25,03:57:00
13928,4781,13928,"Ruscello, Natalie",01:43:54,03:48:26,03:54:32
13933,4782,13933,"Purcell, Becky",01:50:55,03:48:27,03:52:33
13934,4783,13934,"Lundquist, Letty",01:44:23,03:48:27,03:51:14
13935,4784,13935,"Slagle, Anna",01:40:54,03:48:27,03:52:21
13936,4785,13936,"Pu, Ye",01:39:56,03:48:28,03:54:23
13937,4786,13937,"Stamper, Marguerite",01:42:16,03:48:28,03:55:01
13941,4787,13941,"Faulds, Eileen",01:49:00,03:48:28,03:51:38
13942,4788,13942,"Pu, Jing",01:49:45,03:48:29,03:52:53
13944,4789,13944,"Stefankiewicz, Katherine",01:51:11,03:48:29,03:56:27
13945,4790,13945,"Kuehn, Amber",01:45:18,03:48:29,03:48:59
13946,4791,13946,"Hirabayashi, Hilda",01:47:00,03:48:29,04:14:27
13947,4792,13947,"Gulin, Natalija",01:46:08,03:48:29,03:49:50
13948,4793,13948,"Crocker, Stephanie",01:52:35,03:48:29,03:54:54
13949,4794,13949,"Shaver, Laura",01:52:28,03:48:29,03:54:20
13950,4795,13950,"Chen, Xi",–,03:48:29,03:49:59
13951,4796,13951,"Power, Jennifer",01:51:11,03:48:29,03:53:36
13952,4797,13952,"Polakoff, Olena",01:48:14,03:48:30,03:51:31
13953,4798,13953,"Diamond-Husmann, Kara",01:49:50,03:48:30,03:52:08
13954,4799,13954,"Griggs, Taesha",01:50:25,03:48:30,03:52:07
13955,4800,13955,"Solis-Cohen, Emily",01:49:24,03:48:31,03:48:34
13967,4801,13967,"Marre, Christine",01:42:01,03:48:33,03:50:04
13972,4802,13972,"Dunn, Kelly",01:51:52,03:48:34,03:50:02
13974,4803,13974,"Fennell, Kate",01:51:54,03:48:36,03:53:43
13977,4804,13977,"Agblevor, Sika",01:42:05,03:48:37,03:55:09
13980,4805,13980,"Warr, Zeina",01:47:35,03:48:37,03:53:26
13981,4806,13981,"Brogren, Amy",01:46:07,03:48:37,03:49:31
13982,4807,13982,"Stapleton, Elizabeth",01:53:32,03:48:38,03:55:27
13984,4808,13984,"Fedewa, Emily",01:43:21,03:48:38,03:49:27
13987,4809,13987,"Thorburn, Karin",01:52:10,03:48:39,03:53:41
13992,4810,13992,"Hocking, Anna Laura",01:48:58,03:48:40,03:54:41
13993,4811,13993,"Yen, Julie",01:51:45,03:48:41,03:55:53
13994,4812,13994,"Newmark, Debbie",01:48:50,03:48:41,03:48:43
13996,4813,13996,"Pelegrino, Sharon",01:48:20,03:48:41,03:59:35
13998,4814,13998,"Hektoen, Sara",01:46:53,03:48:42,03:53:12
14000,4815,14000,"Tay, Josephine",01:43:33,03:48:42,03:50:56
14001,4816,14001,"Garcia, Renata",01:41:21,03:48:42,03:50:01
14004,4817,14004,"Jarvis, Jennifer",01:42:31,03:48:42,03:51:07
14005,4818,14005,"Gross, Marissa",01:49:55,03:48:43,03:54:10
14006,4819,14006,"Lahaie, Julie",01:49:24,03:48:43,03:53:05
14007,4820,14007,"Aguilar Martinez, Carina",01:43:11,03:48:43,03:51:56
14008,4821,14008,"Brown, Stephanie",01:40:05,03:48:44,03:49:06
14010,4822,14010,"Cockrell, Louise",01:46:01,03:48:45,03:57:10
14012,4823,14012,"Smith, Rachel",01:43:30,03:48:47,03:48:56
14014,4824,14014,"Dunn, Christine",01:48:38,03:48:47,03:54:22
14018,4825,14018,"Morrice, Janet",01:44:41,03:48:48,03:55:10
14019,4826,14019,"Richey, Kathryn",01:41:09,03:48:48,03:53:48
14020,4827,14020,"Encina, Sonia Fabiola",01:48:10,03:48:48,03:54:59
14021,4828,14021,"Trzebucki, Ivy",01:44:33,03:48:49,03:55:56
14022,4829,14022,"Dillon-Chi, Annemarie",01:47:59,03:48:49,03:50:33
14024,4830,14024,"Harding-Udoh, Omolayo",01:47:55,03:48:49,03:49:38
14025,4831,14025,"Wells, Giuliana",01:51:17,03:48:49,03:56:02
14026,4832,14026,"Ethridge, Traci",01:50:03,03:48:49,03:50:47
14027,4833,14027,"Jackson, Dana",01:49:59,03:48:49,03:51:29
14028,4834,14028,"Shaffer, Katie",01:50:19,03:48:50,03:51:03
14030,4835,14030,"Chouinard, Caroline",01:52:48,03:48:51,03:52:55
14031,4836,14031,"Mane, Heidi",01:49:15,03:48:51,03:52:56
14032,4837,14032,"Foster, Laura",01:48:27,03:48:52,03:50:36
14033,4838,14033,"Kim, Eunhee",01:45:26,03:48:53,03:53:09
14035,4839,14035,"Johnson, Bridget",01:53:10,03:48:53,03:54:59
14038,4840,14038,"Mennen, Cassidy",01:41:46,03:48:54,03:49:20
14039,4841,14039,"Hastings, Whitney",01:46:22,03:48:54,03:52:20
14040,4842,14040,"Steinberg, Johanna",01:49:53,03:48:54,03:52:03
14042,4843,14042,"Calello, Gabriela",01:45:06,03:48:55,03:51:22
14043,4844,14043,"Hresko, Heather",01:45:56,03:48:55,03:56:14
14045,4845,14045,"Tucker, Heather",01:47:05,03:48:56,03:50:21
14046,4846,14046,"Sandholm, Noemi",01:50:24,03:48:57,03:55:42
14047,4847,14047,"Gonzalez, Paola",01:53:23,03:48:57,03:54:31
14048,4848,14048,"Hamilton, Ali",01:47:16,03:48:57,03:51:26
14049,4849,14049,"Madrigal, Rebeca",01:45:14,03:48:58,03:50:37
14050,4850,14050,"Wimberger, Emily",01:49:03,03:48:59,03:49:51
14051,4851,14051,"Graddon, Stephanie",01:51:32,03:49:00,03:54:50
14053,4852,14053,"Armstrong, Cheryl",01:47:00,03:49:00,03:53:54
14054,4853,14054,"Guan, Mei",01:48:18,03:49:00,03:54:00
14055,4854,14055,"Schmold, Naomi",01:52:32,03:49:00,03:53:40
14056,4855,14056,"Zheng, Amy",01:46:39,03:49:00,03:57:15
14057,4856,14057,"Chase, Courtney",01:49:35,03:49:01,03:51:44
14058,4857,14058,"Clure, Casey",01:49:43,03:49:01,03:51:44
14066,4858,14066,"Grant, Maria",01:45:57,03:49:03,03:49:19
14069,4859,14069,"Haynes, Michelle",01:49:13,03:49:04,03:58:27
14071,4860,14071,"Morishige, Yumi",01:48:11,03:49:04,03:56:49
14076,4861,14076,"Erickson, Tawnya",01:47:49,03:49:07,03:51:20
14078,4862,14078,"Espinosa, Alejandra",01:51:46,03:49:07,03:54:45
14080,4863,14080,"Meng, Jian",01:37:46,03:49:08,03:56:07
14081,4864,14081,"Thornton, Susan",01:51:04,03:49:08,03:53:43
14082,4865,14082,"Dube, Julie",01:47:52,03:49:08,03:52:25
14089,4866,14089,"Smith, Natacha",01:51:13,03:49:10,03:55:37
14091,4867,14091,"Fons, Alexa",01:48:31,03:49:10,03:58:02
14092,4868,14092,"Pine, Kelsey",01:43:04,03:49:10,03:55:11
14097,4869,14097,"Gaillard, Pamela",01:51:17,03:49:12,03:55:02
14099,4870,14099,"Hahn, Jeanhie",01:53:55,03:49:12,03:56:47
14100,4871,14100,"Mosley, Kara",01:47:32,03:49:13,03:53:45
14103,4872,14103,"Fernandez Castillo, Raquel",01:46:18,03:49:14,03:52:05
14104,4873,14104,"Robbins, Amy",01:51:49,03:49:14,03:57:57
14105,4874,14105,"Nigro, Gia",01:48:03,03:49:14,03:50:33
14106,4875,14106,"Kuker, Kasey",01:44:33,03:49:14,03:56:13
14107,4876,14107,"Darnell, Jennifer",01:51:44,03:49:15,03:55:51
14110,4877,14110,"Zielinski, Lauren",01:44:08,03:49:15,03:49:32
14112,4878,14112,"Fragione, Jessica",01:50:14,03:49:16,03:50:45
14114,4879,14114,"Lybbert, Mindy",01:50:57,03:49:17,03:54:20
14116,4880,14116,"Wong, Laura Yunzhen",01:47:43,03:49:17,03:50:10
14117,4881,14117,"Giddings, Andrea",01:41:17,03:49:17,03:56:00
14118,4882,14118,"Leung, Rachel",01:47:45,03:49:17,03:51:41
14121,4883,14121,"Genest, Alexandra",01:49:02,03:49:18,03:51:47
14122,4884,14122,"Russo, Shayna",01:49:50,03:49:18,03:52:19
14123,4885,14123,"Gentry, Amanda",01:47:12,03:49:18,03:56:10
14124,4886,14124,"Salgado, Wilmara",01:53:09,03:49:19,03:53:52
14126,4887,14126,"Bourne, Trish",01:47:04,03:49:21,03:58:44
14127,4888,14127,"Lane, Season",01:52:57,03:49:21,03:52:16
14128,4889,14128,"Mcbrearty, Dymphna",01:39:12,03:49:22,03:49:24
14129,4890,14129,"Elias Leon, Maria",01:46:44,03:49:22,03:57:37
14131,4891,14131,"Driscoll, Kate",01:48:18,03:49:22,03:49:28
14133,4892,14133,"Meyer, Anabel",01:46:31,03:49:22,03:50:22
14136,4893,14136,"Talman, Louise",01:36:12,03:49:23,03:49:38
14145,4894,14145,"Farny, Sara",01:48:12,03:49:24,03:53:08
14150,4895,14150,"Lande, Jen",01:43:04,03:49:25,03:53:21
14151,4896,14151,"Scurry, Maria",01:46:22,03:49:26,03:52:00
14155,4897,14155,"Halloran, Kaitlin",01:47:06,03:49:28,03:50:36
14157,4898,14157,"Sullivan, Jessica",01:43:58,03:49:29,03:49:34
14158,4899,14158,"King, Melissa",01:48:59,03:49:30,03:50:07
14159,4900,14159,"Hornberger, Larisa",01:51:41,03:49:30,03:50:03
14162,4901,14162,"Larson, Gwenn",01:51:57,03:49:30,03:52:34
14163,4902,14163,"Negrevergne, Julia",01:49:21,03:49:31,03:51:54
14164,4903,14164,"Latshaw, Melissa",01:50:50,03:49:31,03:52:50
14166,4904,14166,"Young, Beata",01:48:56,03:49:32,03:58:02
14170,4905,14170,"Melo, Maiara",01:46:28,03:49:34,03:52:47
14171,4906,14171,"Cass, Laurie",01:42:32,03:49:34,03:53:18
14172,4907,14172,"Newman, Ann",01:50:28,03:49:34,03:55:34
14174,4908,14174,"Healey, Stephanie",01:49:37,03:49:35,03:50:11
14176,4909,14176,"Pelletier, Amy",01:47:54,03:49:36,03:55:39
14178,4910,14178,"Farrell, Victoria",01:39:01,03:49:37,03:53:35
14179,4911,14179,"Plata Gómez, Juliana",01:54:45,03:49:38,03:55:25
14180,4912,14180,"Krautter, Leah",01:50:03,03:49:38,03:56:12
14181,4913,14181,"Herbert, Teresa",01:55:19,03:49:38,03:59:07
14182,4914,14182,"Draguns, Julie",01:43:41,03:49:38,03:53:41
14183,4915,14183,"Lang, Honghua",01:53:12,03:49:38,03:58:02
14184,4916,14184,"Jean, Chrissy",01:49:33,03:49:39,03:55:10
14185,4917,14185,"Farrand, Alicia",01:53:17,03:49:39,03:55:49
14187,4918,14187,"Phu, Kaying",01:50:07,03:49:40,03:53:44
14188,4919,14188,"David, Christy",01:49:26,03:49:40,03:55:44
14189,4920,14189,"Dixon, Haily",01:46:52,03:49:40,03:58:34
14191,4921,14191,"Lilly, Gabriela",01:50:03,03:49:40,03:50:31
14193,4922,14193,"Jaen Gaspar, Romana",01:43:06,03:49:41,03:55:33
14197,4923,14197,"Purcell, Grady",01:51:08,03:49:42,03:54:53
14198,4924,14198,"Penland, Jenna",01:47:15,03:49:42,03:56:27
14199,4925,14199,"Brady, Rachel",01:46:22,03:49:42,03:52:51
14200,4926,14200,"Weaver, Loralee",01:46:44,03:49:42,03:52:19
14201,4927,14201,"Hanna, Marie",01:55:19,03:49:43,03:56:46
14203,4928,14203,"Pham, Thuy Hong Anh",01:51:33,03:49:43,04:15:18
14205,4929,14205,"Zavala, Maria",01:49:03,03:49:44,03:50:48
14206,4930,14206,"Kagwanja, Felicita",01:55:13,03:49:44,03:57:13
14207,4931,14207,"Parks, Grace",01:48:23,03:49:44,03:51:38
14208,4932,14208,"Bell, Jennifer",01:47:42,03:49:44,03:52:44
14212,4933,14212,"Bueno, Stella",01:49:48,03:49:45,03:52:51
14214,4934,14214,"Kenyon, Jill Marie",01:52:19,03:49:46,03:51:24
14215,4935,14215,"Wiswell, Kellie",01:49:02,03:49:46,03:50:04
14216,4936,14216,"Cai, Yunxia",01:45:44,03:49:46,03:56:47
14217,4937,14217,"Genest, Marie-Pier",01:51:11,03:49:47,03:53:31
14219,4938,14219,"Rodriguez Lopez, Erika",01:46:45,03:49:47,03:55:18
14220,4939,14220,"Hensler, Vanessa",01:51:40,03:49:47,03:49:52
14222,4940,14222,"Karam, Amira",01:47:40,03:49:48,03:52:26
14224,4941,14224,"Bolshakov, Lauren",01:49:41,03:49:49,03:52:16
14225,4942,14225,"Michalewicz, Meeghan",01:47:47,03:49:49,03:50:55
14226,4943,14226,"Van Loon, Jazz",01:53:19,03:49:49,03:52:49
14227,4944,14227,"Spittel, Melissa",01:51:55,03:49:49,03:57:31
14228,4945,14228,"Le Tourneau, Libby",01:51:26,03:49:49,03:57:18
14230,4946,14230,"Ewald, Vivien",01:45:31,03:49:50,03:53:29
14232,4947,14232,"Schieck, Andrea",01:53:04,03:49:50,03:56:47
14233,4948,14233,"Thapliyal, Jayanti",01:46:53,03:49:50,03:51:10
14234,4949,14234,"Chao, Meilan",01:48:46,03:49:50,03:54:34
14235,4950,14235,"Schubring, Nancy",01:50:28,03:49:50,03:56:43
14236,4951,14236,"Bergli, Eve",01:48:04,03:49:50,03:55:09
14240,4952,14240,"Shen, Chunfang",01:49:53,03:49:52,03:52:18
14241,4953,14241,"King, Rebecca",01:34:39,03:49:52,03:54:50
14245,4954,14245,"Burns, Jonah Belle",01:52:14,03:49:54,03:57:15
14247,4955,14247,"Liston, Jodie",01:48:45,03:49:55,03:52:47
14249,4956,14249,"Olsson, Elin",01:47:39,03:49:55,03:56:28
14250,4957,14250,"Dailey, Jessica",01:54:17,03:49:55,03:52:59
14251,4958,14251,"Lavallee, Laurie",01:55:34,03:49:55,03:54:42
14253,4959,14253,"Pierce, Laura",01:49:50,03:49:56,03:53:20
14257,4960,14257,"Courtin, Kate",01:47:23,03:49:56,03:56:25
14259,4961,14259,"Stehouwer, Elizabeth",01:49:22,03:49:57,03:56:08
14260,4962,14260,"Winter, Tierney",01:41:15,03:49:57,03:54:46
14262,4963,14262,"Parker, Kristin",01:44:42,03:49:58,03:56:53
14263,4964,14263,"Campbell, Eve",01:52:10,03:49:58,03:57:04
14266,4965,14266,"Laurence, Navy",01:53:01,03:49:59,03:59:28
14268,4966,14268,"Oropeza, Connor",01:42:40,03:49:59,03:55:34
14274,4967,14274,"Kramer, Adriana",01:49:44,03:50:02,03:54:45
14277,4968,14277,"Marrack, Sally",01:50:31,03:50:02,03:56:45
14278,4969,14278,"Wang, Yuping",01:48:30,03:50:02,03:50:47
14279,4970,14279,"Miao, Wei",01:44:45,03:50:02,03:55:31
14280,4971,14280,"Cote Guerrero, Diana",01:49:54,03:50:02,03:50:31
14281,4972,14281,"Monck, Jennefer Erinna",01:47:55,03:50:03,03:56:07
14284,4973,14284,"Stier, Allayva",01:47:20,03:50:03,03:56:44
14285,4974,14285,"Berger, Kristen",01:50:12,03:50:04,03:50:29
14286,4975,14286,"Virrueta, Claudia",01:40:56,03:50:04,03:50:12
14289,4976,14289,"Davies, Morag",01:50:58,03:50:05,03:54:18
14290,4977,14290,"Schroeder, Margaret",01:51:45,03:50:06,03:57:50
14291,4978,14291,"Conti, Adriana",01:48:08,03:50:06,03:56:08
14292,4979,14292,"Mcdonald, Maeve",01:41:19,03:50:06,03:53:43
14293,4980,14293,"Pratti, Janaina",01:45:36,03:50:07,03:51:06
14295,4981,14295,"Lagergren, Beth",01:43:24,03:50:07,03:50:44
14296,4982,14296,"Rangel, Amanda",01:46:33,03:50:08,03:51:26
14297,4983,14297,"Sharp, Andrea",01:53:58,03:50:08,03:56:53
14298,4984,14298,"Hultstrom, Dawn",01:51:59,03:50:08,03:56:41
14299,4985,14299,"Romero, Betsy",01:52:13,03:50:09,03:52:17
14302,4986,14302,"Dibos, Kristine",–,03:50:10,03:52:18
14305,4987,14305,"Rakness, Jessi",01:49:42,03:50:11,03:55:51
14307,4988,14307,"Bradley, Gloria",01:54:13,03:50:11,03:55:04
14309,4989,14309,"Mubarak, Lena",01:48:42,03:50:12,03:54:50
14310,4990,14310,"Mcelroy, Karen",01:49:10,03:50:12,03:53:36
14311,4991,14311,"Gray, Aisling",01:49:30,03:50:12,03:52:59
14315,4992,14315,"Valdez, Yazmin",01:46:15,03:50:13,03:57:00
14316,4993,14316,"Clements, Vanesa",01:49:34,03:50:13,03:57:10
14318,4994,14318,"Hanlen, Shishaldin",01:47:26,03:50:14,03:50:51
14320,4995,14320,"Bennett, Elizabeth",01:44:46,03:50:14,03:53:03
14322,4996,14322,"Yamin Morales, Maria Regina",01:33:03,03:50:14,03:54:21
14323,4997,14323,"Townsend, Sandra",01:50:49,03:50:15,03:58:21
14324,4998,14324,"Fernando, Lisa",01:52:18,03:50:16,03:56:41
14325,4999,14325,"Mellouk, Namya",01:44:28,03:50:16,03:57:33
14328,5000,14328,"Garber, Allison",01:49:05,03:50:18,03:54:41
14333,5001,14333,"Roberts-Banks, Paula",01:48:23,03:50:19,03:53:09
14337,5002,14337,"Gardner, Jessica",01:50:25,03:50:21,03:54:42
14340,5003,14340,"Truong, Mai Anh",01:48:25,03:50:21,03:58:36
14341,5004,14341,"Cordero, Ana Lorena",01:51:37,03:50:22,03:56:23
14344,5005,14344,"Meffan-Main, Angie",01:49:45,03:50:22,03:57:59
14347,5006,14347,"Hughes, Michelle",01:51:32,03:50:23,03:52:07
14349,5007,14349,"Elliott, Catharine",01:51:50,03:50:24,03:55:08
14351,5008,14351,"Amann, Francesca",01:47:54,03:50:24,03:54:14
14355,5009,14355,"Lu, Lifen",01:54:30,03:50:26,03:58:05
14357,5010,14357,"Price, Hilary",01:48:38,03:50:27,03:52:25
14359,5011,14359,"Pajer, Michelle",01:44:21,03:50:27,03:54:03
14365,5012,14365,"Ohmae, Reiko",01:48:12,03:50:28,03:55:34
14366,5013,14366,"Fannon, Jennifer",01:47:12,03:50:28,03:57:36
14367,5014,14367,"Pecora, Melissa",01:50:00,03:50:29,03:53:24
14371,5015,14371,"Gardner, Rachel",01:49:08,03:50:31,03:59:10
14372,5016,14372,"Mcgill, Abby",01:39:06,03:50:31,03:51:51
14373,5017,14373,"Fortunato- Griffin, Linda",01:43:45,03:50:31,03:56:48
14375,5018,14375,"Olivero, Tereza",01:45:08,03:50:32,03:54:24
14376,5019,14376,"Danielson, Elena",01:53:44,03:50:32,03:58:53
14382,5020,14382,"Winter, Carol",01:45:23,03:50:34,03:58:37
14385,5021,14385,"Cusack, Oorla",01:51:39,03:50:35,03:55:31
14388,5022,14388,"Goodson, Mary",01:46:44,03:50:36,03:58:51
14389,5023,14389,"Borisov, Angelina",01:55:33,03:50:36,03:56:40
14390,5024,14390,"Ellis, Carlieann",01:41:08,03:50:37,03:54:18
14391,5025,14391,"Meleg, Barbara",01:46:39,03:50:37,03:52:10
14392,5026,14392,"Hurst, Nicole",01:47:49,03:50:38,03:55:40
14393,5027,14393,"Wing, Debra",01:50:09,03:50:38,03:52:44
14394,5028,14394,"Tung, Ming Hsuan",01:49:49,03:50:39,03:51:06
14395,5029,14395,"Hincapie Ramos, Olga",01:48:33,03:50:39,04:01:12
14399,5030,14399,"Weisgerber, Maria",01:50:14,03:50:39,03:59:18
14400,5031,14400,"Saldarriaga, Milagros",01:42:42,03:50:39,03:50:51
14401,5032,14401,"Fletcher, Taylor",01:50:14,03:50:40,03:59:18
14403,5033,14403,"Blasberg, Anne",01:47:40,03:50:40,03:51:36
14404,5034,14404,"Slagle, Caeli",01:47:18,03:50:40,03:51:16
14405,5035,14405,"Schmidt, Jenny",01:48:38,03:50:40,03:53:50
14406,5036,14406,"Hagen, Madeline",01:48:19,03:50:40,03:53:43
14407,5037,14407,"Tabor, Helen",01:48:59,03:50:41,03:56:21
14408,5038,14408,"Luk, Wai Man Dorothy",01:48:16,03:50:42,03:54:10
14409,5039,14409,"Decoran, Karla",01:49:44,03:50:42,03:51:16
14412,5040,14412,"Suesirisawad, Salinporn",01:52:47,03:50:43,03:57:43
14414,5041,14414,"Henrick, Lindy",01:47:44,03:50:44,03:57:30
14415,5042,14415,"Wetter, Annie",01:47:09,03:50:44,03:54:36
14416,5043,14416,"Hykes, Lisa",01:49:42,03:50:45,03:51:35
14418,5044,14418,"Innis, Amy",01:46:39,03:50:46,03:59:16
14419,5045,14419,"Zhou, Dan",01:53:19,03:50:46,04:00:16
14421,5046,14421,"Gereda, Ana",01:49:33,03:50:47,03:55:37
14422,5047,14422,"Oler, Lauren",01:47:45,03:50:47,03:52:16
14426,5048,14426,"Leippert, Yvonne",01:50:35,03:50:48,03:51:24
14430,5049,14430,"Gladwell, Abby",01:43:48,03:50:48,03:51:12
14431,5050,14431,"Christensen, Jenna",01:45:11,03:50:49,03:51:39
14432,5051,14432,"Lindsey, Emmalyn",01:52:59,03:50:49,03:52:19
14435,5052,14435,"Alcocer Gosalbo, Paula",01:42:41,03:50:50,03:51:32
14436,5053,14436,"Giles, Britney",01:45:31,03:50:50,03:57:14
14438,5054,14438,"Varnas, Alanna",01:43:27,03:50:52,03:59:15
14439,5055,14439,"Sanderson, Sarah",01:47:49,03:50:52,03:58:23
14440,5056,14440,"Scott, Annie",01:43:13,03:50:52,03:54:11
14441,5057,14441,"Vasta, Christina",01:48:59,03:50:52,03:55:23
14442,5058,14442,"Hemler, Rebecca",01:47:31,03:50:53,03:53:46
14443,5059,14443,"Engler, Lisa",01:47:43,03:50:53,03:56:22
14445,5060,14445,"Ma, Zheng",01:46:12,03:50:54,03:55:55
14447,5061,14447,"Crepon, Berengere",01:49:04,03:50:56,03:56:44
14448,5062,14448,"Martin, Andrea",01:47:53,03:50:56,03:51:13
14449,5063,14449,"Barry, Caroline",01:43:25,03:50:56,03:52:12
14450,5064,14450,"Nielson, Katherine",01:42:10,03:50:56,03:57:30
14452,5065,14452,"Li, Chun-Jie",01:47:56,03:50:57,03:52:03
14453,5066,14453,"Guidry, Pam",01:57:00,03:50:57,04:00:15
14454,5067,14454,"Thompson, Alexandria",01:53:10,03:50:57,03:51:06
14457,5068,14457,"Gounares, Rimma",01:47:31,03:50:57,03:54:50
14458,5069,14458,"Smith, Morgan",01:42:09,03:50:57,03:59:20
14459,5070,14459,"Huff, Monica",01:44:37,03:50:57,03:58:04
14460,5071,14460,"Levinsky, Paige",01:49:26,03:50:58,03:51:29
14461,5072,14461,"Wolstenholme, Elaine",01:46:57,03:50:58,03:51:34
14463,5073,14463,"Leblond, Marie-Claude",01:52:48,03:50:59,03:55:30
14467,5074,14467,"Xiang, Hua",01:52:10,03:50:59,03:53:56
14468,5075,14468,"Burgess, Nicola",01:54:13,03:51:00,04:00:26
14470,5076,14470,"Snyder, Nancy",01:49:05,03:51:00,03:56:31
14472,5077,14472,"Battersby, Alexandra",01:50:03,03:51:01,03:52:21
14474,5078,14474,"Tooley, Erin",01:51:42,03:51:01,03:59:14
14476,5079,14476,"Hugill, Karen",01:44:19,03:51:02,03:51:06
14477,5080,14477,"Peled, Sharon",01:50:42,03:51:02,03:58:01
14479,5081,14479,"Peng, Lana",01:57:43,03:51:03,03:59:22
14480,5082,14480,"Webber, Gabriela",01:51:18,03:51:03,03:57:17
14483,5083,14483,"Feiss, Sarah",01:49:40,03:51:04,03:57:37
14487,5084,14487,"Hayman, Danielle",01:47:22,03:51:06,03:57:51
14488,5085,14488,"Lebron, Allison",01:54:00,03:51:06,03:52:52
14490,5086,14490,"Liske, Chelsey",01:40:24,03:51:07,03:52:32
14492,5087,14492,"Ehrat, Selina",01:50:16,03:51:07,03:53:36
14493,5088,14493,"Ransome, Angela",01:53:31,03:51:07,03:58:14
14498,5089,14498,"Lagoria, Natacha",01:47:27,03:51:09,03:52:25
14500,5090,14500,"Elias, Maribel",01:48:29,03:51:10,03:55:07
14504,5091,14504,"Skarulis, Teresa",01:50:02,03:51:12,03:55:32
14506,5092,14506,"Patlan, Renee",01:46:58,03:51:13,03:53:06
14508,5093,14508,"Wolski, Amanda",01:45:58,03:51:14,03:56:28
14510,5094,14510,"Pelletier, Julie",01:44:45,03:51:14,03:51:40
14512,5095,14512,"Yoder, Lindsey",01:44:59,03:51:14,03:53:48
14513,5096,14513,"Howison, Clair",01:46:58,03:51:15,03:51:52
14514,5097,14514,"St. Amand, Jenn",01:45:48,03:51:15,03:52:31
14515,5098,14515,"Tomlinson, Joelle",01:44:30,03:51:15,03:54:28
14516,5099,14516,"Osmanski, Brooke",01:56:52,03:51:16,03:52:35
14517,5100,14517,"Heredia, Soledad",01:48:01,03:51:16,03:51:37
14518,5101,14518,"Tanner, Pamela",01:49:41,03:51:16,04:00:08
14519,5102,14519,"Kuehl, Alicia",01:43:17,03:51:16,03:51:18
14520,5103,14520,"Shipley, Sulma",01:51:39,03:51:16,03:51:43
14522,5104,14522,"Hannon, Elizabeth",01:43:35,03:51:17,03:59:42
14524,5105,14524,"Carbonell, Marie",01:44:29,03:51:17,03:52:05
14528,5106,14528,"Paterson, Mary",01:45:28,03:51:18,03:51:26
14529,5107,14529,"Kalterdeparedes, Annie",01:50:30,03:51:19,03:53:29
14530,5108,14530,"Andreoli, Caroline",01:53:19,03:51:20,03:52:29
14531,5109,14531,"Humphrey, Robyn",01:47:12,03:51:20,03:55:12
14537,5110,14537,"Slager, Emily",01:50:27,03:51:21,03:57:59
